,Unnamed: 0,Address,Sale Date,Sale Price,salePrice_numeric,price_SF,Square Ft ,Year  Built ,full_address,Address_URL,url,lat,long
612,612,6427 GREY FOX WAY,12/8/22,"$275,000.00 ",275000,144.4327731,1904,2007,"6427 GREY FOX WAY Fulton County, GA","6427%20GREY%20FOX%20WAY%20Fulton%20County,%20GA","https://www.google.com/maps/search/6427%20GREY%20FOX%20WAY%20Fulton%20County,%20GA",33.5809053,-84.4635922
613,613,427 SAPPHIRE BND,12/8/22,"$308,800.00 ",308800,189.6805897,1628,2005,"427 SAPPHIRE BND Fulton County, GA","427%20SAPPHIRE%20BND%20Fulton%20County,%20GA","https://www.google.com/maps/search/427%20SAPPHIRE%20BND%20Fulton%20County,%20GA",33.5557153,-84.4688438
614,614,174 CHESTER AVE SE # 49,12/8/22,"$452,000.00 ",452000,369.2810458,1224,2005,"174 CHESTER AVE SE # 49 Fulton County, GA","174%20CHESTER%20AVE%20SE%20#%2049%20Fulton%20County,%20GA","https://www.google.com/maps/search/174%20CHESTER%20AVE%20SE%20#%2049%20Fulton%20County,%20GA",33.7490949,-84.3590162
615,615,203 SAVANNAH ST SE,12/8/22,"$490,000.00 ",490000,510.4166667,960,1989,"203 SAVANNAH ST SE Fulton County, GA","203%20SAVANNAH%20ST%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/203%20SAVANNAH%20ST%20SE%20Fulton%20County,%20GA",33.7490567,-84.3676021
616,616,185 SPRING HOLLOW CT,12/8/22,"$440,000.00 ",440000,194.3462898,2264,1975,"185 SPRING HOLLOW CT Fulton County, GA","185%20SPRING%20HOLLOW%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/185%20SPRING%20HOLLOW%20CT%20Fulton%20County,%20GA",34.0465225,-84.3671635
617,617,205 ROSWELL GREEN LN,12/8/22,"$387,500.00 ",387500,260.4166667,1488,1984,"205 ROSWELL GREEN LN Fulton County, GA","205%20ROSWELL%20GREEN%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/205%20ROSWELL%20GREEN%20LN%20Fulton%20County,%20GA",34.0505526,-84.3621403
618,618,1125 HIDDEN POND LN,12/8/22,"$530,000.00 ",530000,244.1271304,2171,1995,"1125 HIDDEN POND LN Fulton County, GA","1125%20HIDDEN%20POND%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/1125%20HIDDEN%20POND%20LN%20Fulton%20County,%20GA",34.0531605,-84.3637795
619,619,4335 GREENLEAF CIR SW,12/8/22,"$209,000.00 ",209000,151.2301013,1382,1964,"4335 GREENLEAF CIR SW Fulton County, GA","4335%20GREENLEAF%20CIR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/4335%20GREENLEAF%20CIR%20SW%20Fulton%20County,%20GA",33.6840358,-84.541078
620,620,32 PEACHTREE ST NW # 605,12/8/22,"$155,000.00 ",155000,264.5051195,586,1920,"32 PEACHTREE ST NW # 605 Fulton County, GA","32%20PEACHTREE%20ST%20NW%20#%20605%20Fulton%20County,%20GA","https://www.google.com/maps/search/32%20PEACHTREE%20ST%20NW%20#%20605%20Fulton%20County,%20GA",33.7547525,-84.3898475
621,621,620 JOSEPH E LOWERY BLVD,12/8/22,"$268,000.00 ",268000,215.6074014,1243,2006,"620 JOSEPH E LOWERY BLVD Fulton County, GA","620%20JOSEPH%20E%20LOWERY%20BLVD%20Fulton%20County,%20GA","https://www.google.com/maps/search/620%20JOSEPH%20E%20LOWERY%20BLVD%20Fulton%20County,%20GA",33.7716755,-84.4176153
622,622,1426 CLERMONT AVE,12/8/22,"$287,000.00 ",287000,215.1424288,1334,1948,"1426 CLERMONT AVE Fulton County, GA","1426%20CLERMONT%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1426%20CLERMONT%20AVE%20Fulton%20County,%20GA",33.6964475,-84.4355032
623,623,1820 REDD RD,12/8/22,"$535,000.00 ",535000,318.452381,1680,1940,"1820 REDD RD Fulton County, GA","1820%20REDD%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/1820%20REDD%20RD%20Fulton%20County,%20GA",34.1254561,-84.3066383
624,624,250 AUTUMN WOOD LN,12/8/22,"$670,000.00 ",670000,296.460177,2260,1985,"250 AUTUMN WOOD LN Fulton County, GA","250%20AUTUMN%20WOOD%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/250%20AUTUMN%20WOOD%20LN%20Fulton%20County,%20GA",34.0534069,-84.4115765
625,625,4809 FAIRMONT WAY,12/8/22,"$595,000.00 ",595000,228.8461538,2600,2005,"4809 FAIRMONT WAY Fulton County, GA","4809%20FAIRMONT%20WAY%20Fulton%20County,%20GA","https://www.google.com/maps/search/4809%20FAIRMONT%20WAY%20Fulton%20County,%20GA",34.0611702,-84.3944679
626,626,943 PEACHTREE ST NE # 1815,12/8/22,"$335,000.00 ",335000,393.6545241,851,2002,"943 PEACHTREE ST NE # 1815 Fulton County, GA","943%20PEACHTREE%20ST%20NE%20#%201815%20Fulton%20County,%20GA","https://www.google.com/maps/search/943%20PEACHTREE%20ST%20NE%20#%201815%20Fulton%20County,%20GA",33.7804915,-84.3835658
627,627,2873 RIDGEVIEW DR,12/8/22,"$252,000.00 ",252000,169.3548387,1488,2007,"2873 RIDGEVIEW DR Fulton County, GA","2873%20RIDGEVIEW%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/2873%20RIDGEVIEW%20DR%20Fulton%20County,%20GA",33.6669151,-84.4925664
628,628,252 DEVONSHIRE DR,12/8/22,"$267,000.00 ",267000,225.5067568,1184,1998,"252 DEVONSHIRE DR Fulton County, GA","252%20DEVONSHIRE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/252%20DEVONSHIRE%20DR%20Fulton%20County,%20GA",33.999121,-84.2804
629,629,822 MIDWAY ST SE,12/8/22,"$125,000.00 ",125000,111.7068811,1119,1940,"822 MIDWAY ST SE Fulton County, GA","822%20MIDWAY%20ST%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/822%20MIDWAY%20ST%20SE%20Fulton%20County,%20GA",33.6902052,-84.3627097
630,630,1019 MC GILL PARK AVE NE,12/8/22,"$234,900.00 ",234900,288.2208589,815,1989,"1019 MC GILL PARK AVE NE Fulton County, GA","1019%20MC%20GILL%20PARK%20AVE%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1019%20MC%20GILL%20PARK%20AVE%20NE%20Fulton%20County,%20GA",33.762035,-84.3764729
631,631,404 MULBERRY ROW,12/8/22,"$345,000.00 ",345000,169.7834646,2032,2019,"404 MULBERRY ROW Fulton County, GA","404%20MULBERRY%20ROW%20Fulton%20County,%20GA","https://www.google.com/maps/search/404%20MULBERRY%20ROW%20Fulton%20County,%20GA",33.6661925,-84.3831067
632,632,6555 SHORT RD,12/8/22,"$183,100.00 ",183100,133.8450292,1368,1980,"6555 SHORT RD Fulton County, GA","6555%20SHORT%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/6555%20SHORT%20RD%20Fulton%20County,%20GA",33.5783062,-84.649772
633,633,355 CREEKSIDE DR,12/8/22,"$595,000.00 ",595000,220.943186,2693,1993,"355 CREEKSIDE DR Fulton County, GA","355%20CREEKSIDE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/355%20CREEKSIDE%20DR%20Fulton%20County,%20GA",34.0581862,-84.2254529
634,634,125 FARNWORTH LN,12/8/22,"$485,000.00 ",485000,250,1940,1994,"125 FARNWORTH LN Fulton County, GA","125%20FARNWORTH%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/125%20FARNWORTH%20LN%20Fulton%20County,%20GA",34.0255865,-84.3369434
635,635,31 WEST BELLE ISLE RD,12/8/22,"$480,000.00 ",480000,368.6635945,1302,1956,"31 WEST BELLE ISLE RD Fulton County, GA","31%20WEST%20BELLE%20ISLE%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/31%20WEST%20BELLE%20ISLE%20RD%20Fulton%20County,%20GA",33.8904619,-84.3861753
636,636,1150 COLLIER RD NW # 11 D,12/8/22,"$165,000.00 ",165000,314.2857143,525,1971,"1150 COLLIER RD NW # 11 D Fulton County, GA","1150%20COLLIER%20RD%20NW%20#%2011%20D%20Fulton%20County,%20GA","https://www.google.com/maps/search/1150%20COLLIER%20RD%20NW%20#%2011%20D%20Fulton%20County,%20GA",33.809902,-84.4240512
2210,2210,1130 PIEDMONT RD NE # 505,7/26/22,"$341,000.00 ",341000,431.6455696,790,1988,"1130 PIEDMONT RD NE # 505 Fulton County, GA","1130%20PIEDMONT%20RD%20NE%20#%20505%20Fulton%20County,%20GA","https://www.google.com/maps/search/1130%20PIEDMONT%20RD%20NE%20#%20505%20Fulton%20County,%20GA",33.78563158,-84.37895524
638,638,1045 EMERSON AVE SE,12/8/22,"$585,000.00 ",585000,467.6258993,1251,1945,"1045 EMERSON AVE SE Fulton County, GA","1045%20EMERSON%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1045%20EMERSON%20AVE%20SE%20Fulton%20County,%20GA",33.732369,-84.353653
639,639,800 PEACHTREE ST # 8529,12/8/22,"$289,000.00 ",289000,287.8486056,1004,1927,"800 PEACHTREE ST # 8529 Fulton County, GA","800%20PEACHTREE%20ST%20#%208529%20Fulton%20County,%20GA","https://www.google.com/maps/search/800%20PEACHTREE%20ST%20#%208529%20Fulton%20County,%20GA",34.273828,-83.8412077
640,640,2292 CONNALLY PL,12/8/22,"$249,000.00 ",249000,168.2432432,1480,2020,"2292 CONNALLY PL Fulton County, GA","2292%20CONNALLY%20PL%20Fulton%20County,%20GA","https://www.google.com/maps/search/2292%20CONNALLY%20PL%20Fulton%20County,%20GA",33.6888352,-84.4466927
641,641,5148 ESTONIAN DR,12/8/22,"$330,000.00 ",330000,118.8760807,2776,2006,"5148 ESTONIAN DR Fulton County, GA","5148%20ESTONIAN%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/5148%20ESTONIAN%20DR%20Fulton%20County,%20GA",33.619384,-84.6240061
1070,1070,115 WEST PEACHTREE PL NW # 415,1/28/22,"$326,000.00 ",326000,236.7465505,1377,2002,"115 WEST PEACHTREE PL NW # 415 Fulton County, GA","115%20WEST%20PEACHTREE%20PL%20NW%20#%20415%20Fulton%20County,%20GA","https://www.google.com/maps/search/115%20WEST%20PEACHTREE%20PL%20NW%20#%20415%20Fulton%20County,%20GA",33.76431319,-84.39088244
643,643,145 RIVER NORTH CIR NW,12/7/22,"$1,620,000.00 ",1620000,629.1262136,2575,1975,"145 RIVER NORTH CIR NW Fulton County, GA","145%20RIVER%20NORTH%20CIR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/145%20RIVER%20NORTH%20CIR%20NW%20Fulton%20County,%20GA",33.951316,-84.3934211
644,644,1608 PINETREE TRL,12/7/22,"$139,000.00 ",139000,92.29747676,1506,1990,"1608 PINETREE TRL Fulton County, GA","1608%20PINETREE%20TRL%20Fulton%20County,%20GA","https://www.google.com/maps/search/1608%20PINETREE%20TRL%20Fulton%20County,%20GA",33.5666416,-84.479047
645,645,710 HIGHMEADE TER,12/7/22,"$578,000.00 ",578000,197.20232,2931,1994,"710 HIGHMEADE TER Fulton County, GA","710%20HIGHMEADE%20TER%20Fulton%20County,%20GA","https://www.google.com/maps/search/710%20HIGHMEADE%20TER%20Fulton%20County,%20GA",34.0654403,-84.2436644
646,646,2657 LENOX RD NE 92,12/7/22,"$189,900.00 ",189900,292.1538462,650,1994,"2657 LENOX RD NE 92 Fulton County, GA","2657%20LENOX%20RD%20NE%2092%20Fulton%20County,%20GA","https://www.google.com/maps/search/2657%20LENOX%20RD%20NE%2092%20Fulton%20County,%20GA",33.8273195,-84.3533805
647,647,276 TAFT ST SW,12/7/22,"$143,620.00 ",143620,151.8181818,946,1952,"276 TAFT ST SW Fulton County, GA","276%20TAFT%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/276%20TAFT%20ST%20SW%20Fulton%20County,%20GA",33.7103459,-84.3980685
648,648,804 GETTYSBURG PL,12/7/22,"$240,000.00 ",240000,218.1818182,1100,1985,"804 GETTYSBURG PL Fulton County, GA","804%20GETTYSBURG%20PL%20Fulton%20County,%20GA","https://www.google.com/maps/search/804%20GETTYSBURG%20PL%20Fulton%20County,%20GA",33.990042,-84.3358239
649,649,2310 JESSICA LN LOT 124,12/7/22,"$340,000.00 ",340000,153.4296029,2216,2013,"2310 JESSICA LN LOT 124 Fulton County, GA","2310%20JESSICA%20LN%20LOT%20124%20Fulton%20County,%20GA","https://www.google.com/maps/search/2310%20JESSICA%20LN%20LOT%20124%20Fulton%20County,%20GA",33.5394456,-84.526378
650,650,1503 RIVERSEDGE DR,12/7/22,"$715,000.00 ",715000,254.6296296,2808,2008,"1503 RIVERSEDGE DR Fulton County, GA","1503%20RIVERSEDGE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/1503%20RIVERSEDGE%20DR%20Fulton%20County,%20GA",33.9009804,-84.4390554
651,651,125 FOAL DR,12/7/22,"$525,000.00 ",525000,260.4166667,2016,1978,"125 FOAL DR Fulton County, GA","125%20FOAL%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/125%20FOAL%20DR%20Fulton%20County,%20GA",33.9925529,-84.2916947
652,652,130 ANSTED LN,12/7/22,"$224,000.00 ",224000,117.5853018,1905,1983,"130 ANSTED LN Fulton County, GA","130%20ANSTED%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/130%20ANSTED%20LN%20Fulton%20County,%20GA",33.5675022,-84.4720826
653,653,1414 BRYAN AVE,12/7/22,"$350,000.00 ",350000,248.2269504,1410,1920,"1414 BRYAN AVE Fulton County, GA","1414%20BRYAN%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1414%20BRYAN%20AVE%20Fulton%20County,%20GA",33.68663,-84.435052
654,654,595 KENSINGTON FARMS DR,12/7/22,"$950,000.00 ",950000,228.5851781,4156,1990,"595 KENSINGTON FARMS DR Fulton County, GA","595%20KENSINGTON%20FARMS%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/595%20KENSINGTON%20FARMS%20DR%20Fulton%20County,%20GA",34.0971246,-84.3444893
655,655,330 OAK TER,12/7/22,"$520,000.00 ",520000,355.4340396,1463,1990,"330 OAK TER Fulton County, GA","330%20OAK%20TER%20Fulton%20County,%20GA","https://www.google.com/maps/search/330%20OAK%20TER%20Fulton%20County,%20GA",34.0756943,-84.2859971
656,656,8125 WINGED FOOT DR NE,12/7/22,"$700,000.00 ",700000,207.3459716,3376,1968,"8125 WINGED FOOT DR NE Fulton County, GA","8125%20WINGED%20FOOT%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/8125%20WINGED%20FOOT%20DR%20NE%20Fulton%20County,%20GA",33.9729299,-84.3292449
3916,3916,115 WEST PEACHTREE PL NW # 501,4/21/22,"$210,000.00 ",210000,234.1137124,897,2002,"115 WEST PEACHTREE PL NW # 501 Fulton County, GA","115%20WEST%20PEACHTREE%20PL%20NW%20#%20501%20Fulton%20County,%20GA","https://www.google.com/maps/search/115%20WEST%20PEACHTREE%20PL%20NW%20#%20501%20Fulton%20County,%20GA",33.76431319,-84.39088244
658,658,51 STANDISH AVE NW,12/7/22,"$975,000.00 ",975000,334.1329678,2918,1935,"51 STANDISH AVE NW Fulton County, GA","51%20STANDISH%20AVE%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/51%20STANDISH%20AVE%20NW%20Fulton%20County,%20GA",33.8001625,-84.3944679
659,659,5161 TIMBER TRL NE,12/7/22,"$750,000.00 ",750000,363.0203291,2066,1956,"5161 TIMBER TRL NE Fulton County, GA","5161%20TIMBER%20TRL%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/5161%20TIMBER%20TRL%20NE%20Fulton%20County,%20GA",33.8956953,-84.3713524
660,660,311 AVALON SQ,12/7/22,"$305,000.00 ",305000,171.7342342,1776,2019,"311 AVALON SQ Fulton County, GA","311%20AVALON%20SQ%20Fulton%20County,%20GA","https://www.google.com/maps/search/311%20AVALON%20SQ%20Fulton%20County,%20GA",33.547661,-84.569809
661,661,125 OLD CAMPUS CT NE,12/6/22,"$844,000.00 ",844000,288.843258,2922,1975,"125 OLD CAMPUS CT NE Fulton County, GA","125%20OLD%20CAMPUS%20CT%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/125%20OLD%20CAMPUS%20CT%20NE%20Fulton%20County,%20GA",33.9585536,-84.3750277
662,662,10 IVY GATES NE,12/6/22,"$326,900.00 ",326900,243.9552239,1340,1972,"10 IVY GATES NE Fulton County, GA","10%20IVY%20GATES%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/10%20IVY%20GATES%20NE%20Fulton%20County,%20GA",33.8574543,-84.3802724
663,663,195 NORTH SPRINGS CT NW,12/6/22,"$475,000.00 ",475000,267.6056338,1775,1971,"195 NORTH SPRINGS CT NW Fulton County, GA","195%20NORTH%20SPRINGS%20CT%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/195%20NORTH%20SPRINGS%20CT%20NW%20Fulton%20County,%20GA",33.9397053,-84.3935237
664,664,1090 UPPER HEMBREE RD,12/6/22,"$475,000.00 ",475000,320.0808625,1484,1969,"1090 UPPER HEMBREE RD Fulton County, GA","1090%20UPPER%20HEMBREE%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/1090%20UPPER%20HEMBREE%20RD%20Fulton%20County,%20GA",34.0692627,-84.3292655
665,665,3428 AUGUSTA ST,12/6/22,"$315,000.00 ",315000,122.0930233,2580,2008,"3428 AUGUSTA ST Fulton County, GA","3428%20AUGUSTA%20ST%20Fulton%20County,%20GA","https://www.google.com/maps/search/3428%20AUGUSTA%20ST%20Fulton%20County,%20GA",33.6057097,-84.5009362
666,666,4815 HAMPTON SQUARE DR,12/6/22,"$455,000.00 ",455000,216.2547529,2104,1986,"4815 HAMPTON SQUARE DR Fulton County, GA","4815%20HAMPTON%20SQUARE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/4815%20HAMPTON%20SQUARE%20DR%20Fulton%20County,%20GA",34.0593292,-84.2196665
667,667,2657 LENOX RD NE # 165,12/6/22,"$185,000.00 ",185000,284.6153846,650,1994,"2657 LENOX RD NE # 165 Fulton County, GA","2657%20LENOX%20RD%20NE%20#%20165%20Fulton%20County,%20GA","https://www.google.com/maps/search/2657%20LENOX%20RD%20NE%20#%20165%20Fulton%20County,%20GA",33.826698,-84.353178
668,668,365 HERITAGE LN,12/6/22,"$677,100.00 ",677100,351.9230769,1924,1982,"365 HERITAGE LN Fulton County, GA","365%20HERITAGE%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/365%20HERITAGE%20LN%20Fulton%20County,%20GA",34.0807956,-84.3062979
3971,3971,1055 PIEDMONT AVE # 103,4/20/22,"$325,000.00 ",325000,441.576087,736,1930,"1055 PIEDMONT AVE # 103 Fulton County, GA","1055%20PIEDMONT%20AVE%20#%20103%20Fulton%20County,%20GA","https://www.google.com/maps/search/1055%20PIEDMONT%20AVE%20#%20103%20Fulton%20County,%20GA",33.78340164,-84.37891058
670,670,1037 WHITSHIRE WAY # 1037,12/6/22,"$257,000.00 ",257000,123.1432678,2087,1997,"1037 WHITSHIRE WAY # 1037 Fulton County, GA","1037%20WHITSHIRE%20WAY%20#%201037%20Fulton%20County,%20GA","https://www.google.com/maps/search/1037%20WHITSHIRE%20WAY%20#%201037%20Fulton%20County,%20GA",34.1006814,-84.2662172
671,671,518 PHILLIPS DR,12/6/22,"$225,180.00 ",225180,144.3461538,1560,1963,"518 PHILLIPS DR Fulton County, GA","518%20PHILLIPS%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/518%20PHILLIPS%20DR%20Fulton%20County,%20GA",33.6999032,-84.353759
672,672,6535 WOODWELL DR LOT 283,12/6/22,"$309,000.00 ",309000,148.5576923,2080,2016,"6535 WOODWELL DR LOT 283 Fulton County, GA","6535%20WOODWELL%20DR%20LOT%20283%20Fulton%20County,%20GA","https://www.google.com/maps/search/6535%20WOODWELL%20DR%20LOT%20283%20Fulton%20County,%20GA",33.5796856,-84.5250941
673,673,750 BRAFFERTON WAY,12/6/22,"$799,900.00 ",799900,268.3327742,2981,1999,"750 BRAFFERTON WAY Fulton County, GA","750%20BRAFFERTON%20WAY%20Fulton%20County,%20GA","https://www.google.com/maps/search/750%20BRAFFERTON%20WAY%20Fulton%20County,%20GA",34.0703563,-84.19465
674,674,4775 CHERRYWOOD LN NE,12/6/22,"$935,000.00 ",935000,398.5507246,2346,1960,"4775 CHERRYWOOD LN NE Fulton County, GA","4775%20CHERRYWOOD%20LN%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/4775%20CHERRYWOOD%20LN%20NE%20Fulton%20County,%20GA",33.8850214,-84.3740421
675,675,275 THIRTEENTH ST NE 908,12/6/22,"$346,500.00 ",346500,315,1100,2005,"275 THIRTEENTH ST NE 908 Fulton County, GA","275%20THIRTEENTH%20ST%20NE%20908%20Fulton%20County,%20GA","https://www.google.com/maps/search/275%20THIRTEENTH%20ST%20NE%20908%20Fulton%20County,%20GA",33.7849885,-84.3796553
676,676,129 MAISON PL NW,12/6/22,"$215,000.00 ",215000,226.3157895,950,1968,"129 MAISON PL NW Fulton County, GA","129%20MAISON%20PL%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/129%20MAISON%20PL%20NW%20Fulton%20County,%20GA",33.8164836,-84.4245357
677,677,3235 BENNIGER TRC,12/6/22,"$315,900.00 ",315900,195.3617811,1617,2007,"3235 BENNIGER TRC Fulton County, GA","3235%20BENNIGER%20TRC%20Fulton%20County,%20GA","https://www.google.com/maps/search/3235%20BENNIGER%20TRC%20Fulton%20County,%20GA",33.6640147,-84.5188077
678,678,1011 EAST PACES CT,12/6/22,"$799,300.00 ",799300,288.9732466,2766,2007,"1011 EAST PACES CT Fulton County, GA","1011%20EAST%20PACES%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/1011%20EAST%20PACES%20CT%20Fulton%20County,%20GA",33.8502719,-84.3539379
679,679,5074 WINDSOR FORREST LN,12/6/22,"$255,000.00 ",255000,151.7857143,1680,2003,"5074 WINDSOR FORREST LN Fulton County, GA","5074%20WINDSOR%20FORREST%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/5074%20WINDSOR%20FORREST%20LN%20Fulton%20County,%20GA",33.6176376,-84.4802913
680,680,1966 TIGER FLOWERS DR NW,12/6/22,"$269,000.00 ",269000,225.1046025,1195,1938,"1966 TIGER FLOWERS DR NW Fulton County, GA","1966%20TIGER%20FLOWERS%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1966%20TIGER%20FLOWERS%20DR%20NW%20Fulton%20County,%20GA",33.7599136,-84.4515637
681,681,37 LONGLEAF CIR,12/6/22,"$315,000.00 ",315000,164.921466,1910,2016,"37 LONGLEAF CIR Fulton County, GA","37%20LONGLEAF%20CIR%20Fulton%20County,%20GA","https://www.google.com/maps/search/37%20LONGLEAF%20CIR%20Fulton%20County,%20GA",33.5379331,-84.5717801
682,682,6430 MAID MARION CLOSE,12/6/22,"$478,000.00 ",478000,268.5393258,1780,1988,"6430 MAID MARION CLOSE Fulton County, GA","6430%20MAID%20MARION%20CLOSE%20Fulton%20County,%20GA","https://www.google.com/maps/search/6430%20MAID%20MARION%20CLOSE%20Fulton%20County,%20GA",34.0681382,-84.2244422
683,683,10305 SHALLOWFORD RD,12/6/22,"$750,000.00 ",750000,300.8423586,2493,1981,"10305 SHALLOWFORD RD Fulton County, GA","10305%20SHALLOWFORD%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/10305%20SHALLOWFORD%20RD%20Fulton%20County,%20GA",34.0320124,-84.396623
684,684,110 ELIZABETH COVE,12/6/22,"$1,065,000.00 ",1065000,260.0097656,4096,2003,"110 ELIZABETH COVE Fulton County, GA","110%20ELIZABETH%20COVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/110%20ELIZABETH%20COVE%20Fulton%20County,%20GA",34.0416955,-84.3730566
685,685,3510 ROSWELL RD NW # D 2,12/6/22,"$220,000.00 ",220000,187.0748299,1176,1963,"3510 ROSWELL RD NW # D 2 Fulton County, GA","3510%20ROSWELL%20RD%20NW%20#%20D%202%20Fulton%20County,%20GA","https://www.google.com/maps/search/3510%20ROSWELL%20RD%20NW%20#%20D%202%20Fulton%20County,%20GA",33.8505188,-84.3836503
686,686,361 SEVENTEENTH ST NW 2303,12/6/22,"$480,000.00 ",480000,275.3872633,1743,2005,"361 SEVENTEENTH ST NW 2303 Fulton County, GA","361%20SEVENTEENTH%20ST%20NW%202303%20Fulton%20County,%20GA","https://www.google.com/maps/search/361%20SEVENTEENTH%20ST%20NW%202303%20Fulton%20County,%20GA",33.7916224,-84.3980682
687,687,2657 LENOX RD NE # 147-2,12/6/22,"$178,000.00 ",178000,273.8461538,650,1994,"2657 LENOX RD NE # 147-2 Fulton County, GA","2657%20LENOX%20RD%20NE%20#%20147-2%20Fulton%20County,%20GA","https://www.google.com/maps/search/2657%20LENOX%20RD%20NE%20#%20147-2%20Fulton%20County,%20GA",33.826698,-84.353178
688,688,385 BANBURY XING,12/6/22,"$1,146,500.00 ",1146500,508.2003546,2256,2017,"385 BANBURY XING Fulton County, GA","385%20BANBURY%20XING%20Fulton%20County,%20GA","https://www.google.com/maps/search/385%20BANBURY%20XING%20Fulton%20County,%20GA",34.0720683,-84.2881672
689,689,640 EAST AVE NE,12/6/22,"$1,900,000.00 ",1900000,559.4817432,3396,2018,"640 EAST AVE NE Fulton County, GA","640%20EAST%20AVE%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/640%20EAST%20AVE%20NE%20Fulton%20County,%20GA",33.7633846,-84.3663136
690,690,668 EMILY PL NW,12/6/22,"$355,000.00 ",355000,358.5858586,990,1950,"668 EMILY PL NW Fulton County, GA","668%20EMILY%20PL%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/668%20EMILY%20PL%20NW%20Fulton%20County,%20GA",33.773249,-84.4525655
691,691,150 BLUE HERON LN,12/6/22,"$472,750.00 ",472750,245.5844156,1925,1994,"150 BLUE HERON LN Fulton County, GA","150%20BLUE%20HERON%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/150%20BLUE%20HERON%20LN%20Fulton%20County,%20GA",34.0777568,-84.2790495
692,692,6303 FOGGY OAK DR,12/6/22,"$316,500.00 ",316500,104.5935228,3026,2004,"6303 FOGGY OAK DR Fulton County, GA","6303%20FOGGY%20OAK%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/6303%20FOGGY%20OAK%20DR%20Fulton%20County,%20GA",33.583725,-84.6490363
693,693,410 LAVA LN,12/6/22,"$340,000.00 ",340000,137.0967742,2480,2005,"410 LAVA LN Fulton County, GA","410%20LAVA%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/410%20LAVA%20LN%20Fulton%20County,%20GA",33.5600142,-84.5274001
5475,5475,115 WEST PEACHTREE PL NW # 707,8/19/22,"$290,000.00 ",290000,275.6653992,1052,2002,"115 WEST PEACHTREE PL NW # 707 Fulton County, GA","115%20WEST%20PEACHTREE%20PL%20NW%20#%20707%20Fulton%20County,%20GA","https://www.google.com/maps/search/115%20WEST%20PEACHTREE%20PL%20NW%20#%20707%20Fulton%20County,%20GA",33.76431319,-84.39088244
695,695,71 BLACKLAND RD NW,12/5/22,"$3,000,000.00 ",3000000,470.3668862,6378,1952,"71 BLACKLAND RD NW Fulton County, GA","71%20BLACKLAND%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/71%20BLACKLAND%20RD%20NW%20Fulton%20County,%20GA",33.8565944,-84.3872632
